X,Y,YEAR,MO,DAY,VEI,VOL_ID,FATALITIES,ASSOC_EQ,ASSOC_TSU,DAMAGE_MILLIONS_DOLLARS,DAMAGE_AMOUNT_ORDER,DAMAGE_DESCRIPTION,DEATHS,DEATHS_AMOUNT_ORDER,DEATHS_DESCRIPTION,INJURIES,INJURIES_AMOUNT_ORDER,INJURIES_DESCRIPTION,MISSING,MISSING_AMOUNT_ORDER,MISSING_DESCRIPTION,HOUSES_DESTROYED,HOUSES_AMOUNT_ORDER,HOUSES_DESCRIPTION,DAMAGE_MILLIONS_DOLLARS_TOTAL,DAMAGE_AMOUNT_ORDER_TOTAL,DAMAGE_TOTAL_DESCRIPTION,DEATHS_TOTAL,DEATHS_AMOUNT_ORDER_TOTAL,DEATHS_TOTAL_DESCRIPTION,INJURIES_TOTAL,INJURIES_AMOUNT_ORDER_TOTAL,INJURIES_TOTAL_DESCRIPTION,MISSING_TOTAL,MISSING_AMOUNT_ORDER_TOTAL,MISSING_TOTAL_DESCRIPTION,HOUSES_DESTROYED_TOTAL,HOUSES_AMOUNT_ORDER_TOTAL,HOUSES_TOTAL_DESCRIPTION,SIGNIF,VALIDITY,NUM,NAME,LOCATION,LATITUDE,LONGITUDE,ELEVATION,MORPHOLOGY,STATUS,TIME_ERUPT,ID,COUNTRY,NUM_SLIDES,SIG_ID,TSU_ID,HAZ_EVENT_ID,OBJECTID
13970596.09,408822.1837,1711,12,11,3,60704,3000,,,,,,3000,4,Very Many (~1001 or more people),,,,,,,,,,,,,3000,4,Very Many (~1001 or more people),,,,,,,,,,1,,0607-04=,Awu,Sangihe Is-Indonesia,3.67,125.5,1320,Stratovolcano,Historical,D1,60704,Indonesia,0,,,578,930
13970596.09,408822.1837,1856,3,2,3,60704,2806,Y,Y,,3,Severe (~>$5 to $24 million),2806,4,Very Many (~1001 or more people),,2,Some (~51 to 100 people),,,,,3,Many (~101 to 1000 houses),,3,Severe (~>$5 to $24 million),2806,4,Very Many (~1001 or more people),,2,Some (~51 to 100 people),,,,,3,Many (~101 to 1000 houses),1,,0607-04=,Awu,Sangihe Is-Indonesia,3.67,125.5,1320,Stratovolcano,Historical,D1,60704,Indonesia,0,1995,859,581,930
13970596.09,408822.1837,1892,6,7,3,60704,1532,,Y,,3,Severe (~>$5 to $24 million),1532,4,Very Many (~1001 or more people),,,,,,,,3,Many (~101 to 1000 houses),,3,Severe (~>$5 to $24 million),1532,4,Very Many (~1001 or more people),,,,,,,,3,Many (~101 to 1000 houses),1,,0607-04=,Awu,Sangihe Is-Indonesia,3.67,125.5,1320,Stratovolcano,Historical,D1,60704,Indonesia,0,,1197,584,930
13969594.22,349495.3291,1889,9,6,2,60703,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0607-03=,Banua Wuhu,Sangihe Is-Indonesia,3.138,125.491,-5,Submarine volcano,Historical,D2,60703,Indonesia,0,6309,1181,569,958
13809182.83,1433467.41,1978,7,29,2,70301,,,,,1,Limited (<$1 million),,,,,,,,,,,,,,1,Limited (<$1 million),,,,,,,,,,,,,1,,0703-01=,Bulusan,Luzon-Philippines,12.77,124.05,1565,Stratovolcano,Historical,D1,70301,Philippines,0,,,698,1028
13809182.83,1433467.41,1933,12,25,2,70301,,,Y,,,,,,,,,,,,,,,,,3,Severe (~>$5 to $24 million),9,1,Few (~1 to 50 people),,,,,,,,,,1,4,0703-01=,Bulusan,Luzon-Philippines,12.77,124.05,1565,Stratovolcano,Historical,D1,70301,Philippines,0,,1666,697,1028
13706991.54,1165491.077,1996,8,10,2,70202,3,,,,,,3,1,Few (~1 to 50 people),18,1,Few (~1 to 50 people),,,,,,,,,,3,1,Few (~1 to 50 people),18,1,Few (~1 to 50 people),,,,,,,1,,0702-02=,Kanlaon,Philippines-C,10.412,123.132,2435,Stratovolcano,Historical,D1,70202,Philippines,0,,,693,1046
13768551.22,1489109.23,1984,9,9,3,70303,1,,,,,,1,1,Few (~1 to 50 people),,,,,,,,,,,,,1,1,Few (~1 to 50 people),,,,,,,,,,1,,0703-03=,Mayon,Luzon-Philippines,13.257,123.685,2462,Stratovolcano,Historical,D1,70303,Philippines,0,,,739,1129
13768551.22,1489109.23,1968,4,21,3,70303,6,,,,,,6,1,Few (~1 to 50 people),,,,,,,,,,,,,6,1,Few (~1 to 50 people),,,,,,,,,,1,,0703-03=,Mayon,Luzon-Philippines,13.257,123.685,2462,Stratovolcano,Historical,D1,70303,Philippines,0,,,736,1129
13768551.22,1489109.23,1947,1,7,2,70303,,,,,,,,1,Few (~1 to 50 people),,,,,,,,,,,,,,1,Few (~1 to 50 people),,,,,,,,,,1,,0703-03=,Mayon,Luzon-Philippines,13.257,123.685,2462,Stratovolcano,Historical,D1,70303,Philippines,0,,,735,1129
13768551.22,1489109.23,1938,6,5,2,70303,,,,,,,,1,Few (~1 to 50 people),,,,,,,,,,,,,,1,Few (~1 to 50 people),,,,,,,,,,1,,0703-03=,Mayon,Luzon-Philippines,13.257,123.685,2462,Stratovolcano,Historical,D1,70303,Philippines,0,,,733,1129
13768551.22,1489109.23,1928,1,,3,70303,,,,,,,,1,Few (~1 to 50 people),,,,,,,,,,,,,,1,Few (~1 to 50 people),,,,,,,,,,1,,0703-03=,Mayon,Luzon-Philippines,13.257,123.685,2462,Stratovolcano,Historical,D1,70303,Philippines,0,,,732,1129
13768551.22,1489109.23,1897,5,23,3,70303,350,,,,,,350,3,Many (~101 to 1000 people),,,,,,,,,,,,,350,3,Many (~101 to 1000 people),,,,,,,,,,1,,0703-03=,Mayon,Luzon-Philippines,13.257,123.685,2462,Stratovolcano,Historical,D1,70303,Philippines,0,,,730,1129
13768551.22,1489109.23,1887,3,9,3,70303,15,,,,1,Limited (<$1 million),15,1,Few (~1 to 50 people),,,,,,,,1,Few (~1 to 50 houses),,1,Limited (<$1 million),15,1,Few (~1 to 50 people),,,,,,,,1,Few (~1 to 50 houses),1,,0703-03=,Mayon,Luzon-Philippines,13.257,123.685,2462,Stratovolcano,Historical,D1,70303,Philippines,0,,,724,1129
13768551.22,1489109.23,1871,12,8,3,70303,3,,,,,,3,1,Few (~1 to 50 people),,,,,,,,,,,,,3,1,Few (~1 to 50 people),,,,,,,,,,1,,0703-03=,Mayon,Luzon-Philippines,13.257,123.685,2462,Stratovolcano,Historical,D1,70303,Philippines,0,,,716,1129
13768551.22,1489109.23,1858,1,,2,70303,,,,,,,,1,Few (~1 to 50 people),,,,,,,,,,,,,,1,Few (~1 to 50 people),,,,,,,,,,1,,0703-03=,Mayon,Luzon-Philippines,13.257,123.685,2462,Stratovolcano,Historical,D1,70303,Philippines,0,,,714,1129
13768551.22,1489109.23,1853,7,13,3,70303,34,,,,,,34,1,Few (~1 to 50 people),,,,,,,,1,Few (~1 to 50 houses),,,,34,1,Few (~1 to 50 people),,,,,,,,1,Few (~1 to 50 houses),1,,0703-03=,Mayon,Luzon-Philippines,13.257,123.685,2462,Stratovolcano,Historical,D1,70303,Philippines,0,,,712,1129
13768551.22,1489109.23,1814,2,1,4,70303,1200,,,,3,Severe (~>$5 to $24 million),1200,4,Very Many (~1001 or more people),,,,,,,,3,Many (~101 to 1000 houses),,3,Severe (~>$5 to $24 million),1200,4,Very Many (~1001 or more people),,,,,,,,3,Many (~101 to 1000 houses),1,,0703-03=,Mayon,Luzon-Philippines,13.257,123.685,2462,Stratovolcano,Historical,D1,70303,Philippines,0,,,707,1129
13768551.22,1489109.23,1800,10,30,2,70303,,,,,,,,1,Few (~1 to 50 people),,,,,,,,,,,,,,1,Few (~1 to 50 people),,,,,,,,,,1,,0703-03=,Mayon,Luzon-Philippines,13.257,123.685,2462,Stratovolcano,Historical,D1,70303,Philippines,0,,,706,1129
13768551.22,1489109.23,1766,7,20,3,70303,49,,,,,,49,1,Few (~1 to 50 people),,,,,,,,,,,,,49,1,Few (~1 to 50 people),,,,,,,,,,1,,0703-03=,Mayon,Luzon-Philippines,13.257,123.685,2462,Stratovolcano,Historical,D1,70303,Philippines,0,,,704,1129
13859276.6,856382.0999,1873,1,16,2,70106,,,,,,,,1,Few (~1 to 50 people),,,,,,,,,,,,,,1,Few (~1 to 50 people),,,,,,,,,,1,,0701-06=,Ragang,Mindanao-Philippines,7.67,124.5,2815,Stratovolcano,Historical,D2,70106,Philippines,0,,,677,1352
13962247.13,253875.4508,1870,8,,2,60701,,,,,,,,1,Few (~1 to 50 people),,,,,,,40,1,Few (~1 to 50 houses),,,,,1,Few (~1 to 50 people),,,,,,,40,1,Few (~1 to 50 houses),1,,0607-01=,Ruang,Sangihe Is-Indonesia,2.28,125.425,725,Stratovolcano,Historical,D2,60701,Indonesia,0,,,530,1387
13962247.13,253875.4508,1871,3,3,2,60701,,,Y,,1,Limited (<$1 million),,,,,,,,,,,1,Few (~1 to 50 houses),,2,Moderate (~$1 to $5 million),400,3,Many (~101 to 1000 people),,,,,,,75,2,Some (~51 to 100 houses),1,,0607-01=,Ruang,Sangihe Is-Indonesia,2.28,125.425,725,Stratovolcano,Historical,D2,60701,Indonesia,0,,1022,533,1387
13603464.41,2164003.518,1969,3,21,2,70402,,,Y,,,,,,,,,,,,,,,,,,,3,1,Few (~1 to 50 people),,,,,,,,,,1,,0704-02=,Didicas,Luzon-N of,19.077,122.202,244,Compound volcano,Historical,D1,70402,Philippines,0,,2872,777,53
13899128.98,151186.0243,1958,7,12,2,60611,1,,,,,,1,1,Few (~1 to 50 people),10,1,Few (~1 to 50 people),,,,,,,,,,1,1,Few (~1 to 50 people),10,1,Few (~1 to 50 people),,,,,,,1,,0606-11=,Mahawu,Sulawesi-Indonesia,1.358,124.858,1324,Stratovolcano,Historical,D1,60611,Indonesia,0,,,525,402
14568381.76,3754125.543,1717,2,7,3,80209,1,,,,,,1,1,Few (~1 to 50 people),30,1,Few (~1 to 50 people),,,,,,,,,,1,1,Few (~1 to 50 people),30,1,Few (~1 to 50 people),,,,,,,1,,0802-09=,Kirishima,Kyushu-Japan,31.93,130.87,1700,Shield volcano,Historical,D1,80209,Japan,0,,,916,443
14568381.76,3754125.543,1716,11,9,3,80209,1,,,,,,1,1,Few (~1 to 50 people),31,1,Few (~1 to 50 people),,,,,,,,,,1,1,Few (~1 to 50 people),31,1,Few (~1 to 50 people),,,,,,,1,,0802-09=,Kirishima,Kyushu-Japan,31.93,130.87,1700,Shield volcano,Historical,D1,80209,Japan,0,,,915,443
14568381.76,3754125.543,1566,10,31,3,80209,,,,,,,,3,Many (~101 to 1000 people),,,,,,,,,,,,,,3,Many (~101 to 1000 people),,,,,,,,,,1,,0802-09=,Kirishima,Kyushu-Japan,31.93,130.87,1700,Shield volcano,Historical,D1,80209,Japan,0,,,904,443
15634822.48,4600637.507,1867,10,21,2,80319,3,,,,,,3,1,Few (~1 to 50 people),,,,,,,,,,,,,3,1,Few (~1 to 50 people),,,,,,,,,,1,,0803-19=,Zao,Honshu-Japan,38.15,140.45,1841,Complex volcano,Historical,D2,80319,Japan,0,,,1232,813
4146651.032,3133470.252,640,,,2,30102,,,,,,,,1,Few (~1 to 50 people),,,,,,,,,,,,,,1,Few (~1 to 50 people),,,,,,,,,,1,,0301-02=,"Uwayrid, Harrat",Arabia-W,27.08,37.25,1900,Volcanic field,Anthropology,D6,30102,Saudi Arabia,0,,,1352,827
15615898.17,4525882.768,1900,7,17,2,80317,72,,,,,,72,2,Some (~51 to 100 people),10,1,Few (~1 to 50 people),,,,,,,,,,72,2,Some (~51 to 100 people),10,1,Few (~1 to 50 people),,,,,,,1,,0803-17=,Adatara,Honshu-Japan,37.62,140.28,1718,Stratovolcano,Historical,D1,80317,Japan,0,,,1213,835
16709946.12,-563563.2298,1895,,,2,50204,,,,,1,Limited (<$1 million),,1,Few (~1 to 50 people),,,,,,,,,,,1,Limited (<$1 million),,1,Few (~1 to 50 people),,,,,,,,,,1,,0502-04=,Dakataua,New Britain-SW Pac,-5.056,150.108,400,Caldera,Anthropology,D3,50204,Papua New Guinea,0,,,1353,27
1670237.64,4541916.784,1669,3,11,3,10106,,Y,,,,,,3,Many (~101 to 1000 people),,,,,,,,,,,,,,3,Many (~101 to 1000 people),,,,,,,,,,1,,0101-06=,Etna,Italy,37.734,15.004,3350,Stratovolcano,Historical,D1,10106,Italy,0,1057,,1350,101
16377323.49,-597321.0634,1660,,,6,50105,2000,,Y,,3,Severe (~>$5 to $24 million),2000,4,Very Many (~1001 or more people),,,,,,,,3,Many (~101 to 1000 houses),,3,Severe (~>$5 to $24 million),2000,4,Very Many (~1001 or more people),,,,,,,,3,Many (~101 to 1000 houses),1,4,0501-05=,Long Island,New Guinea-NE of,-5.358,147.12,1280,Complex volcano,Historical,D1,50105,Papua New Guinea,0,,5482,1357,376
3760372.399,-1031952.01,1800,,,2,20217,,,,,3,Severe (~>$5 to $24 million),,3,Many (~101 to 1000 people),,,,,,,,,,,3,Severe (~>$5 to $24 million),,3,Many (~101 to 1000 people),,,,,,,,,,1,,0202-17=,Kieyo,Africa-E,-9.23,33.78,2175,Stratovolcano,Historical,D3,20217,Tanzania,0,,,1355,438
15423315.45,4386271.221,1932,10,1,3,80312,2,,,,,,2,1,Few (~1 to 50 people),7,1,Few (~1 to 50 people),,,,,,,,,,2,1,Few (~1 to 50 people),7,1,Few (~1 to 50 people),,,,,,,1,,0803-12=,Kusatsu-Shirane,Honshu-Japan,36.62,138.55,2176,Stratovolcano,Historical,D1,80312,Japan,0,,,1190,493
15421089.06,4355801.265,1803,7,4,2,80311,,,,,,,,1,Few (~1 to 50 people),,,,,,,,,,,,,,1,Few (~1 to 50 people),,,,,,,,,,1,,0803-11=,Asama,Honshu-Japan,36.4,138.53,2560,Complex volcano,Historical,D1,80311,Japan,0,,,1146,912
15421089.06,4355801.265,1961,8,18,2,80311,1,,,,,,1,1,Few (~1 to 50 people),,,,,,,,,,,,,1,1,Few (~1 to 50 people),,,,,,,,,,1,,0803-11=,Asama,Honshu-Japan,36.4,138.53,2560,Complex volcano,Historical,D1,80311,Japan,0,,,1176,912
15421089.06,4355801.265,1950,9,23,2,80311,1,,,,,,1,1,Few (~1 to 50 people),1,1,Few (~1 to 50 people),,,,,1,Few (~1 to 50 houses),,,,1,1,Few (~1 to 50 people),1,1,Few (~1 to 50 people),,,,,1,Few (~1 to 50 houses),1,,0803-11=,Asama,Honshu-Japan,36.4,138.53,2560,Complex volcano,Historical,D1,80311,Japan,0,,,1168,912
15421089.06,4355801.265,1947,7,6,2,80311,11,,,,,,11,1,Few (~1 to 50 people),,,,,,,,,,,,,11,1,Few (~1 to 50 people),,,,,,,,,,1,,0803-11=,Asama,Honshu-Japan,36.4,138.53,2560,Complex volcano,Historical,D1,80311,Japan,0,,,1166,912
15421089.06,4355801.265,1936,2,,3,80311,2,,,,,,2,1,Few (~1 to 50 people),,,,,,,,,,,,,2,1,Few (~1 to 50 people),,,,,,,,,,1,,0803-11=,Asama,Honshu-Japan,36.4,138.53,2560,Complex volcano,Historical,D1,80311,Japan,0,,,1163,912
15421089.06,4355801.265,1900,1,22,2,80311,25,,,,,,25,1,Few (~1 to 50 people),,,,,,,,,,,,,25,1,Few (~1 to 50 people),,,,,,,,,,1,,0803-11=,Asama,Honshu-Japan,36.4,138.53,2560,Complex volcano,Historical,D1,80311,Japan,0,,,1158,912
15421089.06,4355801.265,1803,11,7,2,80311,,,,,,,,1,Few (~1 to 50 people),,,,,,,,,,,,,,1,Few (~1 to 50 people),,,,,,,,,,1,,0803-11=,Asama,Honshu-Japan,36.4,138.53,2560,Complex volcano,Historical,D1,80311,Japan,0,,,1147,912
15421089.06,4355801.265,1783,8,5,4,80311,1491,,,,,,1491,4,Very Many (~1001 or more people),,,,,,,,,,,,,1491,4,Very Many (~1001 or more people),,,,,,,,,,1,,0803-11=,Asama,Honshu-Japan,36.4,138.53,2560,Complex volcano,Historical,D1,80311,Japan,0,,,1145,912
15421089.06,4355801.265,1721,6,22,1,80311,15,,,,,,15,1,Few (~1 to 50 people),,,,,,,,,,,,,15,1,Few (~1 to 50 people),,,,,,,,,,1,,0803-11=,Asama,Honshu-Japan,36.4,138.53,2560,Complex volcano,Historical,D1,80311,Japan,0,,,1133,912
15421089.06,4355801.265,1596,5,1,2,80311,,,,,,,,3,Many (~101 to 1000 people),,,,,,,,,,,,,,3,Many (~101 to 1000 people),,,,,,,,,,1,,0803-11=,Asama,Honshu-Japan,36.4,138.53,2560,Complex volcano,Historical,D1,80311,Japan,0,,,1106,912
14593985.24,3879386.781,1957,10,,2,80211,12,,,,,,12,1,Few (~1 to 50 people),,,,,,,,,,,,,12,1,Few (~1 to 50 people),,,,,,,,,,1,,0802-11=,Aso,Kyushu-Japan,32.88,131.1,1592,Caldera,Historical,D1,80211,Japan,0,,,1019,917
14593985.24,3879386.781,1953,4,27,2,80211,6,,,,,,6,1,Few (~1 to 50 people),,,,,,,,,,,,,6,1,Few (~1 to 50 people),,,,,,,,,,1,,0802-11=,Aso,Kyushu-Japan,32.88,131.1,1592,Caldera,Historical,D1,80211,Japan,0,,,1012,917
15612558.58,4541353.77,1893,5,19,2,80318,2,,,,,,2,1,Few (~1 to 50 people),,,,,,,,,,,,,2,1,Few (~1 to 50 people),,,,,,,,,,1,,0803-18=,Azuma,Honshu-Japan,37.73,140.25,2024,Stratovolcano,Historical,D1,80318,Japan,0,,,1215,938
15593634.27,4523072.319,1888,7,15,4,80316,461,,,,2,Moderate (~$1 to $5 million),461,3,Many (~101 to 1000 people),70,2,Some (~51 to 100 people),,,,,2,Some (~51 to 100 houses),,2,Moderate (~$1 to $5 million),461,3,Many (~101 to 1000 people),70,2,Some (~51 to 100 people),,,,,2,Some (~51 to 100 houses),1,,0803-16=,Bandai,Honshu-Japan,37.6,140.08,1819,Stratovolcano,Historical,D3,80316,Japan,0,,,1211,957
15588068.3,4733137.373,1801,7,,2,80322,8,,,,,,8,1,Few (~1 to 50 people),,,,,,,,,,,,,8,1,Few (~1 to 50 people),,,,,,,,,,1,,0803-22=,Chokai,Honshu-Japan,39.08,140.03,2237,Stratovolcano,Historical,D1,80322,Japan,0,,,1246,1080
19647890.13,-4596391.685,1886,6,10,2,40105,153,,,,,,153,3,Many (~101 to 1000 people),,,,,,,,,,,,,153,3,Many (~101 to 1000 people),,,,,,,,,,1,,0401-05=,Okataina,New Zealand,-38.12,176.5,1111,Lava dome,Historical,D1,40105,New Zealand,0,,,1343,1242
16755809.75,-622147.0161,1914,1,18,3,50208,,,,,,,,1,Few (~1 to 50 people),,,,,,,,,,,,,,1,Few (~1 to 50 people),,,,,,,,,,1,,0502-08=,Pago,New Britain-SW Pac,-5.58,150.52,742,Caldera,Historical,D2,50208,Papua New Guinea,0,,,1354,1271
16943160.46,-475886.4728,1937,5,29,4,50214,507,Y,Y,,1,Limited (<$1 million),507,3,Many (~101 to 1000 people),,,,,,,,1,Few (~1 to 50 houses),,1,Limited (<$1 million),507,3,Many (~101 to 1000 people),,,,,,,,1,Few (~1 to 50 houses),1,4,0502-14=,Rabaul,New Britain-SW Pac,-4.271,152.203,688,Pyroclastic shield,Historical,D1,50214,Papua New Guinea,0,10010,1698,1346,1351
1693503.413,4691492.542,1944,8,20,2,10104,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0101-04=,Stromboli,Italy,38.789,15.213,926,Stratovolcano,Historical,D1,10104,Italy,0,,4227,1476,515
1693503.413,4691492.542,1879,2,4,2,10104,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0101-04=,Stromboli,Italy,38.789,15.213,926,Stratovolcano,Historical,D1,10104,Italy,0,,5480,1440,515
1605894.974,4985974.949,1631,12,16,5,10102,4000,Y,Y,,4,Extreme (~$25 million or more),4000,4,Very Many (~1001 or more people),,,,,,,,4,Very Many (~1001 or more houses),,4,Extreme (~$25 million or more),4000,4,Very Many (~1001 or more people),,,,,,,,4,Very Many (~1001 or more houses),1,,0101-02=,Vesuvius,Italy,40.821,14.426,1281,Complex volcano,Historical,D2,10102,Italy,0,9756,3129,1349,758
1605894.974,4985974.949,1698,5,,3,10102,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0101-02=,Vesuvius,Italy,40.821,14.426,1281,Complex volcano,Historical,D2,10102,Italy,0,,3141,1380,758
1605894.974,4985974.949,79,8,25,5,10102,2100,Y,Y,,,,2100,4,Very Many (~1001 or more people),,,,,,,,,,,,,2100,4,Very Many (~1001 or more people),,,,,,,,,,1,,0101-02=,Vesuvius,Italy,40.821,14.426,1281,Complex volcano,Historical,D2,10102,Italy,0,58,3093,1348,758
1605894.974,4985974.949,1813,5,,2,10102,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0101-02=,Vesuvius,Italy,40.821,14.426,1281,Complex volcano,Historical,D2,10102,Italy,0,,3221,1405,758
1605894.974,4985974.949,1794,6,15,3,10102,400,,,,3,Severe (~>$5 to $24 million),400,3,Many (~101 to 1000 people),,,,,,,,,,,3,Severe (~>$5 to $24 million),400,3,Many (~101 to 1000 people),,,,,,,,,,1,,0101-02=,Vesuvius,Italy,40.821,14.426,1281,Complex volcano,Historical,D2,10102,Italy,0,,,1345,758
1605894.974,4985974.949,1906,4,4,3,10102,350,,Y,,,,350,3,Many (~101 to 1000 people),300,3,Many (~101 to 1000 people),,,,,,,,,,350,3,Many (~101 to 1000 people),300,3,Many (~101 to 1000 people),,,,,,,1,,0101-02=,Vesuvius,Italy,40.821,14.426,1281,Complex volcano,Historical,D2,10102,Italy,0,,3413,1344,758
15515710.63,4127249.49,1986,11,15,3,80401,1,,,,,,1,1,Few (~1 to 50 people),,,,,,,,,,,,,1,1,Few (~1 to 50 people),,,,,,,,,,1,,0804-01=,Oshima,Izu Is-Japan,34.73,139.38,758,Stratovolcano,Historical,D1,80401,Japan,0,,,1332,1259
15515710.63,4127249.49,1957,8,,2,80401,1,,,,,,1,1,Few (~1 to 50 people),53,2,Some (~51 to 100 people),,,,,,,,,,1,1,Few (~1 to 50 people),53,2,Some (~51 to 100 people),,,,,,,1,,0804-01=,Oshima,Izu Is-Japan,34.73,139.38,758,Stratovolcano,Historical,D1,80401,Japan,0,,,1318,1259
15515710.63,4127249.49,1953,10,5,1,80401,1,,,,,,1,1,Few (~1 to 50 people),,,,,,,,,,,,,1,1,Few (~1 to 50 people),,,,,,,,,,1,,0804-01=,Oshima,Izu Is-Japan,34.73,139.38,758,Stratovolcano,Historical,D1,80401,Japan,0,,,1315,1259
4654045.271,1526074.596,1861,5,7,3,20110,106,Y,,,3,Severe (~>$5 to $24 million),106,3,Many (~101 to 1000 people),,,,,,,,3,Many (~101 to 1000 houses),,3,Severe (~>$5 to $24 million),106,3,Many (~101 to 1000 people),,,,,,,,3,Many (~101 to 1000 houses),1,,0201-10=,Dubbi,Africa-NE,13.58,41.808,1625,Stratovolcano,Historical,D3,20110,Eritrea,0,2049,,1342,63
15443352.96,4211547.057,1707,12,16,4,80303,,Y,,,1,Limited (<$1 million),,1,Few (~1 to 50 people),,,,,,,75,1,Few (~1 to 50 houses),,1,Limited (<$1 million),,1,Few (~1 to 50 people),,,,,,,75,1,Few (~1 to 50 houses),1,,0803-03=,Fuji,Honshu-Japan,35.35,138.73,3776,Stratovolcano,Historical,D4,80303,Japan,0,1178,,1065,126
15581389.13,4455846.465,1410,3,5,3,80315,180,,,,,,180,3,Many (~101 to 1000 people),,,,,,,,,,,,,180,3,Many (~101 to 1000 people),,,,,,,,,,1,,0803-15=,Nasu,Honshu-Japan,37.12,139.97,1917,Stratovolcano,Historical,D2,80315,Japan,0,,,1203,1195
15365429.31,4427961.678,1974,7,28,2,80309,3,,,,,,3,1,Few (~1 to 50 people),,,,,,,,,,,,,3,1,Few (~1 to 50 people),,,,,,,,,,1,,0803-09=,Niigata-Yake-yama,Honshu-Japan,36.92,138.03,2400,Lava dome,Historical,D1,80309,Japan,0,,,1100,1216
2827069.788,4356354.493,1650,9,26,4,10204,120,,Y,,,,120,3,Many (~101 to 1000 people),,,,,,,,,,,,,120,3,Many (~101 to 1000 people),,,,,,,,,,1,4,0102-04=,Santorini,Greece,36.404,25.396,329,Shield volcano,Historical,D2,10204,Greece,0,,269,1356,1444
2827069.788,4356354.493,-1610,,,7,10204,,Y,Y,,3,Severe (~>$5 to $24 million),,3,Many (~101 to 1000 people),,,,,,,,,,,3,Severe (~>$5 to $24 million),,3,Many (~101 to 1000 people),,,,,,,,,,1,4,0102-04=,Santorini,Greece,36.404,25.396,329,Shield volcano,Historical,D2,10204,Greece,0,5877,3,1351,1444
19592230.38,-4695920.816,230,,,6,40107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0401-07=,Taupo,New Zealand,-38.82,176,760,Caldera,Radiocarbon,D6,40107,New Zealand,0,,,1904,563
1670237.64,4541916.784,1985,12,19,1,10106,1,,,,,,1,1,Few (~1 to 50 people),,,,,,,,,,,,,1,1,Few (~1 to 50 people),,,,,,,,,,1,,0101-06=,Etna,Italy,37.734,15.004,3350,Stratovolcano,Historical,D1,10106,Italy,0,,,1628,101
1670237.64,4541916.784,1929,8,2,2,10106,2,,,,,,2,1,Few (~1 to 50 people),,,,,,,,,,,,,2,1,Few (~1 to 50 people),,,,,,,,,,1,,0101-06=,Etna,Italy,37.734,15.004,3350,Stratovolcano,Historical,D1,10106,Italy,0,,,1581,101
4829039.511,-1317269.895,1977,4,5,0,30301,,,,,1,Limited (<$1 million),,1,Few (~1 to 50 people),,,,,,,,,,,1,Limited (<$1 million),,1,Few (~1 to 50 people),,,,,,,,,,1,3,0303-01=,Karthala,Indian O-W,-11.75,43.38,2361,Shield volcano,Historical,D1,30301,Comoros,0,,,1731,323
1020799.731,468296.002,1909,4,28,2,20401,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0204-01=,"Cameroon, Mt.",Africa-W,4.203,9.17,4095,Stratovolcano,Historical,D1,20401,Cameroon,0,8158,,1713,1041
3250529.131,-156753.6209,1938,1,28,1,20302,,,Y,,1,Limited (<$1 million),,,,,,,,,,,,,,1,Limited (<$1 million),,,,,,,,,,,,,1,,0203-02=,Nyamuragira,Africa-C,-1.408,29.2,3058,Shield volcano,Historical,D1,20302,"Congo, DRC",0,,3638,1682,1237
1168854.653,697130.7319,1986,8,21,3,20403,1700,,,,,,1700,4,Very Many (~1001 or more people),300,3,Many (~101 to 1000 people),,,,,,,,,,1700,4,Very Many (~1001 or more people),300,3,Many (~101 to 1000 people),,,,,,,1,,0204-03-,Oku Volc Field,Africa-W,6.25,10.5,3011,Maar,Radiocarbon,D5,20403,Cameroon,0,,,1719,1245
3996592.358,-306357.6518,1967,7,8,3,20212,,,,,1,Limited (<$1 million),,,,,,,,,,,,,,1,Limited (<$1 million),,,,,,,,,,,,,1,4,0202-12=,"Lengai, Ol Doinyo",Africa-E,-2.751,35.902,2890,Stratovolcano,Historical,D1,20212,Tanzania,0,,,1672,351
3996592.358,-306357.6518,1966,8,14,4,20212,,,,,1,Limited (<$1 million),,,,,,,,,,,,,,1,Limited (<$1 million),,,,,,,,,,,,,1,4,0202-12=,"Lengai, Ol Doinyo",Africa-E,-2.751,35.902,2890,Stratovolcano,Historical,D1,20212,Tanzania,0,,,1671,351
3996592.358,-306357.6518,1940,7,24,2,20212,,,,,1,Limited (<$1 million),,,,,,,,,,,,,,1,Limited (<$1 million),,,,,,,,,,,,,1,4,0202-12=,"Lengai, Ol Doinyo",Africa-E,-2.751,35.902,2890,Stratovolcano,Historical,D1,20212,Tanzania,0,,,1668,351
